kanji,reading,level,pos,meaning_en
本人,ほんにん,N3,n,"""the person in question"""
本物,ほんもの,N3,n,"""genuine article"""
間,ま,N3,n,"""time"""
マーケット,マーケット,N3,n,"""market"""
マイク,マイク,N3,n,"""mike"""
迷子,まいご,N3,n,"""lost child"""
マイナス,マイナス,N3,n,"""minus"""
幕,まく,N3,n,"""curtain"""
負け,まけ,N3,n,"""defeat"""
孫,まご,N3,n,"""grandchild"""
街,まち,N3,n,"""town"""
間違い,まちがい,N3,n,"""mistake"""
松,まつ,N3,n,"""pine tree (Pinus spp.)"""
祭,まつり,N3,n,"""festival"""
真似,まね,N3,n,"""imitating"""
柵,さく,N3,n,"""fence"""
酸化,さんか,N3,n,"""oxidation"""
死,し,N3,n,"""death"""
資格,しかく,N3,n,"""qualifications"""
視覚,しかく,N3,n,"""(sense of) sight"""
指揮,しき,N3,n,"""command"""
磁気,じき,N3,n,"""magnetism"""
磁器,じき,N3,n,"""porcelain"""
自己,じこ,N3,n,"""self"""
字体,じたい,N3,n,"""form of a character (e.g. simplified"
辞退,じたい,N3,n,"""declining"""
視点,してん,N3,n,"""point of view"""
脂肪,しぼう,N3,n,"""fat"""
志望,しぼう,N3,n,"""wish"""
衆,しゅう,N3,n,"""great numbers (of people)"""
住,じゅう,N3,n,"""dwelling"""
修飾,しゅうしょく,N3,n,"""ornamentation"""
私用,しよう,N3,n,"""personal use"""
仕様,しよう,N3,n,"""way"""
情,じょう,N3,n,"""feelings"""
生涯,しょうがい,N3,n,"""life"""
上司,じょうし,N3,n,"""(one's) superior"""
正体,しょうたい,N3,n,"""true character"""
照明,しょうめい,N3,n,"""illumination"""
女史,じょし,N3,n,"""lady (of high social status; e.g. scholar"
助詞,じょし,N3,n,"""particle"""
ショック,ショック,N3,n,"""shock (emotional)"""
進行,しんこう,N3,n,"""moving forward (e.g. of a vehicle)"""
振興,しんこう,N3,n,"""promotion"""
申告,しんこく,N3,n,"""report"""
真理,しんり,N3,n,"""truth"""
水洗,すいせん,N3,n,"""washing with water"""
ストレス,ストレス,N3,n,"""stress"""
精算,せいさん,N3,n,"""exact calculation"""
成年,せいねん,N3,n,"""adult age"""
声明,せいめい,N3,n,"""declaration"""
姓名,せいめい,N3,n,"""(full) name"""
生理,せいり,N3,n,"""physiology"""
節,せつ,N3,n,"""occasion"""
膳,ぜん,N3,n,"""small dining table (usu. for a single person)"""
禅,ぜん,N3,n,"""dhyana (profound meditation)"""
選挙,せんきょ,N3,n,"""election"""
先行,せんこう,N3,n,"""going ahead"""
選考,せんこう,N3,n,"""selection"""
相,そう,N3,n,"""aspect"""
僧,そう,N3,n,"""monk"""
像,ぞう,N3,n,"""image"""
捜査,そうさ,N3,n,"""search (esp. in criminal investigations)"""
操縦,そうじゅう,N3,n,"""steering"""
創造,そうぞう,N3,n,"""creation"""
隊,たい,N3,n,"""party"""
退学,たいがく,N3,n,"""dropping out of school"""
タイトル,タイトル,N3,n,"""title"""
ダウン,ダウン,N3,n,"""fall"""
盾,たて,N3,n,"""shield"""
例え,たとえ,N3,n,"""example"""
チャイム,チャイム,N3,n,"""chime"""
挑戦,ちょうせん,N3,n,"""challenge"""
治療,ちりょう,N3,n,"""(medical) treatment"""
対,つい,N3,n,"""pair"""
露,つゆ,N3,n,"""dew"""
データ,データ,N3,n,"""data"""
デザイン,デザイン,N3,n,"""design"""
デザート,デザート,N3,n,"""dessert"""
転校,てんこう,N3,n,"""changing schools"""
伝言,でんごん,N3,n,"""(verbal) message"""
棟,とう,N3,n,"""large building"""
倒産,とうさん,N3,n,"""(corporate) bankruptcy"""
同士,どうし,N3,n,"""fellow"""
同志,どうし,N3,n,"""like-mindedness"""
動揺,どうよう,N3,n,"""shaking"""
供,とも,N3,n,"""companion"""
難,なん,N3,n,"""difficulty"""
音,ね,N3,n,"""sound"""
年鑑,ねんかん,N3,n,"""yearbook"""
脳,のう,N3,n,"""brain"""
肺,はい,N3,n,"""lung"""
班,はん,N3,n,"""group"""
判,はん,N3,n,"""seal"""
版,はん,N3,n,"""edition"""
碑,ひ,N3,n,"""stone monument bearing an inscription (esp. memorial for future generations)"""
非行,ひこう,N3,n,"""delinquency"""
票,ひょう,N3,n,"""vote"""
福,ふく,N3,n,"""good fortune"""
振り,ふり,N3,n,"""swing"""
保護,ほご,N3,n,"""protection"""
保障,ほしょう,N3,n,"""guarantee"""
補償,ほしょう,N3,n,"""compensation"""
膜,まく,N3,n,"""membrane"""
マスコミ,マスコミ,N3,n,"""mass communication"""
股,また,N3,n,"""groin"""
末,まつ,N3,n-suf,"""the end (of)"""
マッサージ,マッサージ,N3,n,"""massage"""
メッセージ,メッセージ,N3,n,"""message"""
野党,やとう,N3,n,"""opposition party"""
優,ゆう,N3,n,"""Excellent (grade)"""
有機,ゆうき,N3,n,"""organic"""
世,よ,N3,n,"""world"""
予想,よそう,N3,n,"""expectation"""
ラベル,ラベル,N3,n,"""label"""
ルール,ルール,N3,n,"""rule"""
枠,わく,N3,n,"""frame"""
